NP_001070253,cationic amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
NP_003974,cationic amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
NP_116192,cationic amino acid transporter 3 (CAT-3),,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
NP_001041629,cationic amino acid transporter 3 (CAT-3),,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
NP_000266,P-protein homolog (tyrosine transporter),,ArsB,The Arsenite-Antimonite (ArsB) Efflux Family,Secondary Transporter,2.A.45
NP_003040,sodium ion:bile acid symporter,,BASS,The Bile Acid:Na+ Symporter (BASS) Family,Secondary Transporter,2.A.28
NP_000443,sodium ion:bile acid symporter,,BASS,The Bile Acid:Na+ Symporter (BASS) Family,Secondary Transporter,2.A.28
NP_062822,sodium ion:bile acid symporter,,BASS,The Bile Acid:Na+ Symporter (BASS) Family,Secondary Transporter,2.A.28
NP_689892,sodium ion:bile acid symporter,,BASS,The Bile Acid:Na+ Symporter (BASS) Family,Secondary Transporter,2.A.28
NP_001010893,sodium ion:bile acid symporter 5,,BASS,The Bile Acid:Na+ Symporter (BASS) Family,Secondary Transporter,2.A.28
NP_001025169,sodium ion:bile acid symporter 7,,BASS,The Bile Acid:Na+ Symporter (BASS) Family,Secondary Transporter,2.A.28
NP_115504,sodium ion:bile acid symporter 7,,BASS,The Bile Acid:Na+ Symporter (BASS) Family,Secondary Transporter,2.A.28
NP_932069,sodium ion:bile acid symporter,,BASS,The Bile Acid:Na+ Symporter (BASS) Family,Secondary Transporter,2.A.28
NP_004718,sodium ion:calcium ion+potassium ion antiporter 1,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_065077,sodium ion:calcium ion+potassium ion antiporter 1,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_066920,sodium:calcium ion antiporter 1,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_079235,sodium ion:calcium ion+potassium ion antiporter 6,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_055878,sodium:calcium ion antiporter 2,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_065740,sodium ion:calcium ion+potassium ion antiporter 3,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_705933,sodium ion:calcium ion+potassium ion antiporter 4,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_705934,sodium ion:calcium ion+potassium ion antiporter 4,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_705932,sodium ion:calcium ion+potassium ion antiporter 4,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_891977,sodium ion:calcium ion antiporter 3,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_891981,sodium ion:calcium ion antiporter 3,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_489479,sodium ion:calcium ion antiporter 3,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_892114,sodium ion:calcium ion antiporter 3,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_150287,sodium ion:calcium ion antiporter 3,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_995322,sodium ion:calcium ion+potassium ion antiporter 5,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
NP_001037,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_000330,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_000329,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_005063,potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_006589,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_064631,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_065759,potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_078904,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_001035960,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_001035959,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_001035962,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_001035961,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_598408,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_005126,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30
NP_006336,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_061183,zinc/cadmium/cobalt ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_067017,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_598003,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_037441,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_003450,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_060434,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_776250,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_001004434,vesicular zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_115902,vesicular zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_075053,granule zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_076960,granule zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
XP_001719573,granule zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
XP_001127681,granule zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
XP_001127670,granule zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
NP_000074,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_001821,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_000075,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_000076,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_004357,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_068505,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_001277,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_068503,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_068504,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_001278,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_004061,chloride ion channel Ka,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_001036169,chloride ion channel Ka,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_001820,chloride ion channel 3,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_776297,chloride ion channel 3,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
NP_004203,sodium ion:nucleoside symporter 3,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41
NP_071410,sodium ion:nucleoside symporter 4,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41
NP_004204,sodium ion:nucleoside symporter 2,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41
NP_964014,sodium ion:nucleoside symporter 1,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41
NP_004165,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_115980,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_003038,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_775924,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_003039,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_004585,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_898884,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_001011552,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_006350,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_001036002,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_056081,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_001094344,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_631912,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_849155,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
XP_001713972,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
XP_001716341,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
XP_371534,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
XP_001723753,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
NP_060375,potassium/sodium ion:proton antiporter,,CPA2,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Secondary Transporter,2.A.37
NP_065161,sodium ion:choline symporter?,,CTL,The Choline Transporter Like (CTL) Family,Secondary Transporter,2.A.92
NP_079533,sodium ion:choline symporter?,,CTL,The Choline Transporter Like (CTL) Family,Secondary Transporter,2.A.92
NP_536856,sodium ion:choline symporter?,,CTL,The Choline Transporter Like (CTL) Family,Secondary Transporter,2.A.92
NP_689582,sodium ion:choline symporter?,,CTL,The Choline Transporter Like (CTL) Family,Secondary Transporter,2.A.92
NP_689910,sodium ion:choline symporter?,,CTL,The Choline Transporter Like (CTL) Family,Secondary Transporter,2.A.92
NP_004162,proton/sodium ion:aspartate/glutamate,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family,Secondary Transporter,2.A.23
NP_004163,proton/sodium ion:glutamate,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family,Secondary Transporter,2.A.23
NP_005062,proton/sodium ion:aspartate/glutamate,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family,Secondary Transporter,2.A.23
NP_005619,neutral amino acid,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family,Secondary Transporter,2.A.23
NP_004161,proton/sodium ion:excitatory amino acid,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family,Secondary Transporter,2.A.23
NP_006662,proton/sodium ion:glutamate,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family,Secondary Transporter,2.A.23
NP_003029,proton/sodium ion:neutral amino acid,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family,Secondary Transporter,2.A.23
NP_003975,sodium ion:dicarboxylate/citrate symporter,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family,Secondary Transporter,2.A.47
NP_073740,sodium ion:dicarboxylate/citrate symporter,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family,Secondary Transporter,2.A.47
NP_001011554,sodium ion:dicarboxylate/citrate symporter,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family,Secondary Transporter,2.A.47
NP_036582,sodium ion:sulfate symporter,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family,Secondary Transporter,2.A.47
NP_071889,sodium ion:sulfate symporter,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family,Secondary Transporter,2.A.47
NP_808218,sodium ion:dicarboxylate/citrate symporter,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family,Secondary Transporter,2.A.47
NP_001027460,UDP-galactose,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_005651,UDP-galactose,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_001035963,UDP-galactose,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_005818,UDP-galactose,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_006407,CMP-sialic acid,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_036375,UDP-N-acetylglucosamine,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_061126,phosphate:glucose-6-phosphate translocator,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_060347,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_060415,UDP-N-acetylglucosamine,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_055954,UDP-glucuronic acid/UDP-N-acetylgalactosamine,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_116215,UDP-N-acetylglucosamine,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_542401,UDP-galactose?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_060859,GDP-fucose,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_079157,phosphate:glucose-6-phosphate translocator,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_057032,UDP-galactose,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_694958,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_001008783,UDP-glucuronic acid/UDP-N-acetylgalactosamine,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_001001479,phosphate:phosphoenolpyruvate translocator,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_001025029,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_001073924,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_001091069,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_079522,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_001091068,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_001096084,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_008932,UDP-glucuronic acid/UDP-N-acetylgalactosamine,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_057029,phosphate:phosphoenolpyruvate translocator,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_775096,phosphate:phosphoenolpyruvate translocator,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_775271,phosphate:phosphoenolpyruvate translocator,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_059985,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_060812,? (Yrr6 homolog/CEO subfamily),,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_079457,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_116322,nucleotide-sugar,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_473369,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_689675,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_775779,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_835361,adenosine 3-phospho 5-phosphosulfate transporter 1,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_878258,nucleotide-sugar?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
XP_001717787,triose phosphate:phosphate translocator,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
XP_001720922,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
XP_934053,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
NP_001523,nucleoside,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
NP_060814,nucleoside,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
NP_001071642,equilibrative nucleoside transporter 1,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
NP_001071643,equilibrative nucleoside transporter 1,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
NP_001071644,equilibrative nucleoside transporter 1,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
NP_001071645,equilibrative nucleoside transporter 1,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
NP_004946,equilibrative nucleoside transporter 1,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
NP_694979,plasma membrane monoamine transporter,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
NP_001035751,plasma membrane monoamine transporter,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
XP_001127570,plasma membrane monoamine transporter,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
XP_001719216,plasma membrane monoamine transporter,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
XP_001714355,plasma membrane monoamine transporter,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
XP_001715292,plasma membrane monoamine transporter,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
XP_001719220,plasma membrane monoamine transporter,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
XP_379840,plasma membrane monoamine transporter,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
XP_377941,plasma membrane monoamine transporter,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
XP_940871,plasma membrane monoamine transporter,,ENT,The Equilibrative Nucleoside Transporter (ENT) Family,Secondary Transporter,2.A.57
NP_001073900,proton/sodium ion:sugar symporter,,GPH,The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family,Secondary Transporter,2.A.2
NP_149093,proton/sodium ion:sugar symporter,,GPH,The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family,Secondary Transporter,2.A.2
NP_001073866,proton/sodium ion:sugar symporter,,GPH,The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family,Secondary Transporter,2.A.2
